is_deleted;account_id;balance_date;closing_available_balance;closing_balance;closing_balance_national;credit_turn_over;credit_turn_over_national;currency;debet_turn_over;debet_turn_over_national;opening_balance;opening_balance_national;rate
0;KZ75125USD2069100107;2015-09-26;544;544;272;null;null;USD;50;25;594;297;0.5
0;KZ75125USD2069100107;2015-09-27;631;631;315.5;87;43.5;USD;null;null;544;272;0.5
0;KZ75125USD2069100107;2015-09-28;721;721;360.5;90;45;USD;null;null;631;315.5;0.5
0;KZ75125USD2069100107;2015-09-29;709;709;354.5;null;null;USD;12;6;721;360.5;0.5
0;KZ75125USD2069100107;2015-09-30;690;690;345;null;null;USD;19;9.5;709;354.5;0.5
0;KZ75125USD2069100107;2015-10-01;625;625;312.5;null;null;USD;65;32.5;690;345;0.5
0;KZ75125USD2069100107;2015-10-02;591;591;295.5;null;null;USD;34;17;625;312.5;0.5
0;KZ75125USD2069100107;2015-10-03;682;682;341;91;45.5;USD;null;null;591;295.5;0.5
0;KZ75125USD2069100107;2015-10-04;594;594;297;null;null;USD;88;44;682;341;0.5
0;KZ75125USD2069100107;2015-10-05;640;640;320;46;23;USD;null;null;594;297;0.5
0;KZ75125USD2069100107;2015-10-06;684;684;342;44;22;USD;null;null;640;320;0.5
0;KZ75125USD2069100107;2015-10-07;590;590;295;null;null;USD;94;47;684;342;0.5
0;KZ75125USD2069100107;2015-10-08;521;521;260.5;null;null;USD;69;34.5;590;295;0.5
0;KZ75125USD2069100107;2015-10-09;577;577;288.5;56;28;USD;null;null;521;260.5;0.5
0;KZ75125USD2069100107;2015-10-10;561;561;280.5;null;null;USD;16;8;577;288.5;0.5
0;KZ75125USD2069100107;2015-10-11;610;610;305;49;24.5;USD;null;null;561;280.5;0.5
0;KZ75125USD2069100107;2015-10-12;563;563;281.5;null;null;USD;47;23.5;610;305;0.5
0;KZ75125USD2069100107;2015-10-13;585;585;292.5;22;11;USD;null;null;563;281.5;0.5
0;KZ75125USD2069100107;2015-10-14;583;583;291.5;null;null;USD;2;1;585;292.5;0.5
0;KZ75125USD2069100107;2015-10-15;653;653;326.5;70;35;USD;null;null;583;291.5;0.5
0;KZ75125USD2069100107;2015-10-16;706;706;353;53;26.5;USD;null;null;653;326.5;0.5
0;KZ75125USD2069100107;2015-10-17;796;796;398;90;45;USD;null;null;706;353;0.5
0;KZ75125USD2069100107;2015-10-18;784;784;392;null;null;USD;12;6;796;398;0.5
0;KZ75125USD2069100107;2015-10-19;792;792;396;8;4;USD;null;null;784;392;0.5
0;KZ75125USD2069100107;2015-10-20;758;758;379;null;null;USD;34;17;792;396;0.5
0;KZ75125USD2069100107;2015-10-21;728;728;364;null;null;USD;30;15;758;379;0.5
0;KZ75125USD2069100107;2015-10-22;733;733;366.5;5;2.5;USD;null;null;728;364;0.5
0;KZ75125USD2069100107;2015-10-23;743;743;371.5;10;5;USD;null;null;733;366.5;0.5
0;KZ75125USD2069100107;2015-10-24;664;664;332;null;null;USD;79;39.5;743;371.5;0.5
0;KZ75125USD2069100107;2015-10-25;566;566;283;null;null;USD;98;49;664;332;0.5
0;KZ75125USD2069100107;2015-10-26;518;518;259;null;null;USD;48;24;566;283;0.5
0;KZ75125USD2069100107;2015-10-27;571;571;285.5;53;26.5;USD;null;null;518;259;0.5
0;KZ75125USD2069100107;2015-10-28;601;601;300.5;30;15;USD;null;null;571;285.5;0.5
0;KZ75125USD2069100107;2015-10-29;685;685;342.5;84;42;USD;null;null;601;300.5;0.5
0;KZ75125USD2069100107;2015-10-30;605;605;302.5;null;null;USD;80;40;685;342.5;0.5
0;KZ75125USD2069100107;2015-10-31;556;556;278;null;null;USD;49;24.5;605;302.5;0.5
0;KZ75125USD2069100107;2015-11-01;480;480;240;null;null;USD;76;38;556;278;0.5
0;KZ75125USD2069100107;2015-11-02;444;444;222;null;null;USD;36;18;480;240;0.5
0;KZ75125USD2069100107;2015-11-03;493;493;246.5;49;24.5;USD;null;null;444;222;0.5
0;KZ75125USD2069100107;2015-11-04;475;475;237.5;null;null;USD;18;9;493;246.5;0.5
0;KZ75125USD2069100107;2015-11-05;470;470;235;null;null;USD;5;2.5;475;237.5;0.5
0;KZ75125USD2069100107;2015-11-06;380;380;190;null;null;USD;90;45;470;235;0.5
0;KZ75125USD2069100107;2015-11-07;394;394;197;14;7;USD;null;null;380;190;0.5
0;KZ75125USD2069100107;2015-11-08;482;482;241;88;44;USD;null;null;394;197;0.5
0;KZ75125USD2069100107;2015-11-09;405;405;202.5;null;null;USD;77;38.5;482;241;0.5
0;KZ75125USD2069100107;2015-11-10;358;358;179;null;null;USD;47;23.5;405;202.5;0.5
0;KZ75125USD2069100107;2015-11-11;410;410;205;52;26;USD;null;null;358;179;0.5
0;KZ75125USD2069100107;2015-11-12;410;410;205;null;null;USD;0;0;410;205;0.5
0;KZ75125USD2069100107;2015-11-13;341;341;170.5;null;null;USD;69;34.5;410;205;0.5
0;KZ75125USD2069100107;2015-11-14;347;347;173.5;6;3;USD;null;null;341;170.5;0.5
0;KZ75125USD2069100107;2015-11-15;258;258;129;null;null;USD;89;44.5;347;173.5;0.5
0;KZ75125USD2069100107;2015-11-16;175;175;87.5;null;null;USD;83;41.5;258;129;0.5
0;KZ75125USD2069100107;2015-11-17;263;263;131.5;88;44;USD;null;null;175;87.5;0.5
0;KZ75125USD2069100107;2015-11-18;259;259;129.5;null;null;USD;4;2;263;131.5;0.5
0;KZ75125USD2069100107;2015-11-19;278;278;139;19;9.5;USD;null;null;259;129.5;0.5
0;KZ75125USD2069100107;2015-11-20;351;351;175.5;73;36.5;USD;null;null;278;139;0.5
0;KZ75125USD2069100107;2015-11-21;320;320;160;null;null;USD;31;15.5;351;175.5;0.5
0;KZ75125USD2069100107;2015-11-22;282;282;141;null;null;USD;38;19;320;160;0.5
0;KZ75125USD2069100107;2015-11-23;292;292;146;10;5;USD;null;null;282;141;0.5
0;KZ75125USD2069100107;2015-11-24;293;293;146.5;1;0.5;USD;null;null;292;146;0.5
0;KZ75125USD2069100107;2015-11-25;245;245;122.5;null;null;USD;48;24;293;146.5;0.5
0;KZ75125USD2069100107;2015-11-26;306;306;153;61;30.5;USD;null;null;245;122.5;0.5
0;KZ75125USD2069100107;2015-11-27;325;325;162.5;19;9.5;USD;null;null;306;153;0.5
0;KZ75125USD2069100107;2015-11-28;421;421;210.5;96;48;USD;null;null;325;162.5;0.5
0;KZ75125USD2069100107;2015-11-29;447;447;223.5;26;13;USD;null;null;421;210.5;0.5
0;KZ75125USD2069100107;2015-11-30;526;526;263;79;39.5;USD;null;null;447;223.5;0.5
0;KZ75125USD2069100107;2015-12-01;496;496;248;null;null;USD;30;15;526;263;0.5
0;KZ75125USD2069100107;2015-12-02;561;561;280.5;65;32.5;USD;null;null;496;248;0.5
0;KZ75125USD2069100107;2015-12-03;474;474;237;null;null;USD;87;43.5;561;280.5;0.5
0;KZ75125USD2069100107;2015-12-04;462;462;231;null;null;USD;12;6;474;237;0.5
0;KZ75125USD2069100107;2015-12-05;392;392;196;null;null;USD;70;35;462;231;0.5
0;KZ75125USD2069100107;2015-12-06;414;414;207;22;11;USD;null;null;392;196;0.5
0;KZ75125USD2069100107;2015-12-07;436;436;218;22;11;USD;null;null;414;207;0.5
0;KZ75125USD2069100107;2015-12-08;481;481;240.5;45;22.5;USD;null;null;436;218;0.5
0;KZ75125USD2069100107;2015-12-09;417;417;208.5;null;null;USD;64;32;481;240.5;0.5
0;KZ75125USD2069100107;2015-12-10;509;509;254.5;92;46;USD;null;null;417;208.5;0.5
0;KZ75125USD2069100107;2015-12-11;433;433;216.5;null;null;USD;76;38;509;254.5;0.5
0;KZ75125USD2069100107;2015-12-12;367;367;183.5;null;null;USD;66;33;433;216.5;0.5
0;KZ75125USD2069100107;2015-12-13;333;333;166.5;null;null;USD;34;17;367;183.5;0.5
0;KZ75125USD2069100107;2015-12-14;347;347;173.5;14;7;USD;null;null;333;166.5;0.5
0;KZ75125USD2069100107;2015-12-15;370;370;185;23;11.5;USD;null;null;347;173.5;0.5
0;KZ75125USD2069100107;2015-12-16;385;385;192.5;15;7.5;USD;null;null;370;185;0.5
0;KZ75125USD2069100107;2015-12-17;345;345;172.5;null;null;USD;40;20;385;192.5;0.5
0;KZ75125USD2069100107;2015-12-18;330;330;165;null;null;USD;15;7.5;345;172.5;0.5
0;KZ75125USD2069100107;2015-12-19;242;242;121;null;null;USD;88;44;330;165;0.5
0;KZ75125USD2069100107;2015-12-20;302;302;151;60;30;USD;null;null;242;121;0.5
0;KZ75125USD2069100107;2015-12-21;389;389;194.5;87;43.5;USD;null;null;302;151;0.5
0;KZ75125USD2069100107;2015-12-22;465;465;232.5;76;38;USD;null;null;389;194.5;0.5
0;KZ75125USD2069100107;2015-12-23;456;456;228;null;null;USD;9;4.5;465;232.5;0.5
0;KZ75125USD2069100107;2015-12-24;555;555;277.5;99;49.5;USD;null;null;456;228;0.5
0;KZ75125USD2069100107;2015-12-25;580;580;290;25;12.5;USD;null;null;555;277.5;0.5
0;KZ75125USD2069100107;2015-12-26;579;579;289.5;null;null;USD;1;0.5;580;290;0.5
0;KZ75125USD2069100107;2015-12-27;517;517;258.5;null;null;USD;62;31;579;289.5;0.5
0;KZ75125USD2069100107;2015-12-28;421;421;210.5;null;null;USD;96;48;517;258.5;0.5
0;KZ75125USD2069100107;2015-12-29;451;451;225.5;30;15;USD;null;null;421;210.5;0.5
0;KZ75125USD2069100107;2015-12-30;352;352;176;null;null;USD;99;49.5;451;225.5;0.5
0;KZ75125USD2069100107;2015-12-31;420;420;210;68;34;USD;null;null;352;176;0.5
0;KZ75125USD2069100107;2016-01-01;435;435;217.5;15;7.5;USD;null;null;420;210;0.5
0;KZ75125USD2069100107;2016-01-02;430;430;215;null;null;USD;5;2.5;435;217.5;0.5
0;KZ75125USD2069100107;2016-01-03;437;437;218.5;7;3.5;USD;null;null;430;215;0.5
0;KZ75125USD2069100107;2016-01-04;402;402;201;null;null;USD;35;17.5;437;218.5;0.5
0;KZ75125USD2069100107;2016-01-05;368;368;184;null;null;USD;34;17;402;201;0.5
0;KZ75125USD2069100107;2016-01-06;362;362;181;null;null;USD;6;3;368;184;0.5
0;KZ75125USD2069100107;2016-01-07;278;278;139;null;null;USD;84;42;362;181;0.5
0;KZ75125USD2069100107;2016-01-08;287;287;143.5;9;4.5;USD;null;null;278;139;0.5
0;KZ75125USD2069100107;2016-01-09;241;241;120.5;null;null;USD;46;23;287;143.5;0.5
0;KZ75125USD2069100107;2016-01-10;256;256;128;15;7.5;USD;null;null;241;120.5;0.5
0;KZ75125USD2069100107;2016-01-11;336;336;168;80;40;USD;null;null;256;128;0.5
0;KZ75125USD2069100107;2016-01-12;277;277;138.5;null;null;USD;59;29.5;336;168;0.5
0;KZ75125USD2069100107;2016-01-13;363;363;181.5;86;43;USD;null;null;277;138.5;0.5
0;KZ75125USD2069100107;2016-01-14;434;434;217;71;35.5;USD;null;null;363;181.5;0.5
0;KZ75125USD2069100107;2016-01-15;382;382;191;null;null;USD;52;26;434;217;0.5
0;KZ75125USD2069100107;2016-01-16;338;338;169;null;null;USD;44;22;382;191;0.5
0;KZ75125USD2069100107;2016-01-17;295;295;147.5;null;null;USD;43;21.5;338;169;0.5
0;KZ75125USD2069100107;2016-01-18;289;289;144.5;null;null;USD;6;3;295;147.5;0.5
0;KZ75125USD2069100107;2016-01-19;242;242;121;null;null;USD;47;23.5;289;144.5;0.5
0;KZ75125USD2069100107;2016-01-20;196;196;98;null;null;USD;46;23;242;121;0.5
0;KZ75125USD2069100107;2016-01-21;208;208;104;12;6;USD;null;null;196;98;0.5
0;KZ75125USD2069100107;2016-01-22;135;135;67.5;null;null;USD;73;36.5;208;104;0.5
0;KZ75125USD2069100107;2016-01-23;124;124;62;null;null;USD;11;5.5;135;67.5;0.5
0;KZ75125USD2069100107;2016-01-24;193;193;96.5;69;34.5;USD;null;null;124;62;0.5
0;KZ75125USD2069100107;2016-01-25;138;138;69;null;null;USD;55;27.5;193;96.5;0.5
0;KZ75125USD2069100107;2016-01-26;108;108;54;null;null;USD;30;15;138;69;0.5
0;KZ75125USD2069100107;2016-01-27;85;85;42.5;null;null;USD;23;11.5;108;54;0.5
0;KZ75125USD2069100107;2016-01-28;157;157;78.5;72;36;USD;null;null;85;42.5;0.5
0;KZ75125USD2069100107;2016-01-29;182;182;91;25;12.5;USD;null;null;157;78.5;0.5
0;KZ75125USD2069100107;2016-01-30;278;278;139;96;48;USD;null;null;182;91;0.5
0;KZ75125USD2069100107;2016-01-31;281;281;140.5;3;1.5;USD;null;null;278;139;0.5
0;KZ75125USD2069100107;2016-02-01;230;230;115;null;null;USD;51;25.5;281;140.5;0.5
0;KZ75125USD2069100107;2016-02-02;210;210;105;null;null;USD;20;10;230;115;0.5
0;KZ75125USD2069100107;2016-02-03;114;114;57;null;null;USD;96;48;210;105;0.5
0;KZ75125USD2069100107;2016-02-04;130;130;65;16;8;USD;null;null;114;57;0.5
0;KZ75125USD2069100107;2016-02-05;65;65;32.5;null;null;USD;65;32.5;130;65;0.5
0;KZ75125USD2069100107;2016-02-06;16;16;8;null;null;USD;49;24.5;65;32.5;0.5
0;KZ75125USD2069100107;2016-02-07;-39;-39;-19.5;null;null;USD;55;27.5;16;8;0.5
0;KZ75125USD2069100107;2016-02-08;-109;-109;-54.5;null;null;USD;70;35;-39;-19.5;0.5
0;KZ75125USD2069100107;2016-02-09;-95;-95;-47.5;14;7;USD;null;null;-109;-54.5;0.5
0;KZ75125USD2069100107;2016-02-10;-86;-86;-43;9;4.5;USD;null;null;-95;-47.5;0.5
0;KZ75125USD2069100107;2016-02-11;-70;-70;-35;16;8;USD;null;null;-86;-43;0.5
0;KZ75125USD2069100107;2016-02-12;-89;-89;-44.5;null;null;USD;19;9.5;-70;-35;0.5
0;KZ75125USD2069100107;2016-02-13;-103;-103;-51.5;null;null;USD;14;7;-89;-44.5;0.5
0;KZ75125USD2069100107;2016-02-14;-186;-186;-93;null;null;USD;83;41.5;-103;-51.5;0.5
0;KZ75125USD2069100107;2016-02-15;-250;-250;-125;null;null;USD;64;32;-186;-93;0.5
0;KZ75125USD2069100107;2016-02-16;-314;-314;-157;null;null;USD;64;32;-250;-125;0.5
0;KZ75125USD2069100107;2016-02-17;-218;-218;-109;96;48;USD;null;null;-314;-157;0.5
0;KZ75125USD2069100107;2016-02-18;-226;-226;-113;null;null;USD;8;4;-218;-109;0.5
0;KZ75125USD2069100107;2016-02-19;-146;-146;-73;80;40;USD;null;null;-226;-113;0.5
0;KZ75125USD2069100107;2016-02-20;-189;-189;-94.5;null;null;USD;43;21.5;-146;-73;0.5
0;KZ75125USD2069100107;2016-02-21;-252;-252;-126;null;null;USD;63;31.5;-189;-94.5;0.5
0;KZ75125USD2069100107;2016-02-22;-183;-183;-91.5;69;34.5;USD;null;null;-252;-126;0.5
0;KZ75125USD2069100107;2016-02-23;-226;-226;-113;null;null;USD;43;21.5;-183;-91.5;0.5
0;KZ75125USD2069100107;2016-02-24;-243;-243;-121.5;null;null;USD;17;8.5;-226;-113;0.5
0;KZ75125USD2069100107;2016-02-25;-333;-333;-166.5;null;null;USD;90;45;-243;-121.5;0.5
0;KZ75125USD2069100107;2016-02-26;-409;-409;-204.5;null;null;USD;76;38;-333;-166.5;0.5
0;KZ75125USD2069100107;2016-02-27;-499;-499;-249.5;null;null;USD;90;45;-409;-204.5;0.5
0;KZ75125USD2069100107;2016-02-28;-555;-555;-277.5;null;null;USD;56;28;-499;-249.5;0.5
0;KZ75125USD2069100107;2016-02-29;-510;-510;-255;45;22.5;USD;null;null;-555;-277.5;0.5
0;KZ75125USD2069100107;2016-03-01;-586;-586;-293;null;null;USD;76;38;-510;-255;0.5
0;KZ75125USD2069100107;2016-03-02;-533;-533;-266.5;53;26.5;USD;null;null;-586;-293;0.5
0;KZ75125USD2069100107;2016-03-03;-494;-494;-247;39;19.5;USD;null;null;-533;-266.5;0.5
0;KZ75125USD2069100107;2016-03-04;-537;-537;-268.5;null;null;USD;43;21.5;-494;-247;0.5
0;KZ75125USD2069100107;2016-03-05;-556;-556;-278;null;null;USD;19;9.5;-537;-268.5;0.5
0;KZ75125USD2069100107;2016-03-06;-609;-609;-304.5;null;null;USD;53;26.5;-556;-278;0.5
0;KZ75125USD2069100107;2016-03-07;-570;-570;-285;39;19.5;USD;null;null;-609;-304.5;0.5
0;KZ75125USD2069100107;2016-03-08;-484;-484;-242;86;43;USD;null;null;-570;-285;0.5
0;KZ75125USD2069100107;2016-03-09;-437;-437;-218.5;47;23.5;USD;null;null;-484;-242;0.5
0;KZ75125USD2069100107;2016-03-10;-433;-433;-216.5;4;2;USD;null;null;-437;-218.5;0.5
0;KZ75125USD2069100107;2016-03-11;-510;-510;-255;null;null;USD;77;38.5;-433;-216.5;0.5
0;KZ75125USD2069100107;2016-03-12;-468;-468;-234;42;21;USD;null;null;-510;-255;0.5
0;KZ75125USD2069100107;2016-03-13;-462;-462;-231;6;3;USD;null;null;-468;-234;0.5
0;KZ75125USD2069100107;2016-03-14;-364;-364;-182;98;49;USD;null;null;-462;-231;0.5
0;KZ75125USD2069100107;2016-03-15;-372;-372;-186;null;null;USD;8;4;-364;-182;0.5
0;KZ75125USD2069100107;2016-03-16;-460;-460;-230;null;null;USD;88;44;-372;-186;0.5
0;KZ75125USD2069100107;2016-03-17;-387;-387;-193.5;73;36.5;USD;null;null;-460;-230;0.5
0;KZ75125USD2069100107;2016-03-18;-377;-377;-188.5;10;5;USD;null;null;-387;-193.5;0.5
0;KZ75125USD2069100107;2016-03-19;-385;-385;-192.5;null;null;USD;8;4;-377;-188.5;0.5
0;KZ75125USD2069100107;2016-03-20;-360;-360;-180;25;12.5;USD;null;null;-385;-192.5;0.5
0;KZ75125USD2069100107;2016-03-21;-326;-326;-163;34;17;USD;null;null;-360;-180;0.5
0;KZ75125USD2069100107;2016-03-22;-319;-319;-159.5;7;3.5;USD;null;null;-326;-163;0.5
0;KZ75125USD2069100107;2016-03-23;-263;-263;-131.5;56;28;USD;null;null;-319;-159.5;0.5
0;KZ75125USD2069100107;2016-03-24;-294;-294;-147;null;null;USD;31;15.5;-263;-131.5;0.5
0;KZ75125USD2069100107;2016-03-25;-271;-271;-135.5;23;11.5;USD;null;null;-294;-147;0.5
0;KZ75125USD2069100107;2016-03-26;-254;-254;-127;17;8.5;USD;null;null;-271;-135.5;0.5
0;KZ75125USD2069100107;2016-03-27;-281;-281;-140.5;null;null;USD;27;13.5;-254;-127;0.5
0;KZ75125USD2069100107;2016-03-28;-377;-377;-188.5;null;null;USD;96;48;-281;-140.5;0.5
0;KZ75125USD2069100107;2016-03-29;-386;-386;-193;null;null;USD;9;4.5;-377;-188.5;0.5
0;KZ75125USD2069100107;2016-03-30;-366;-366;-183;20;10;USD;null;null;-386;-193;0.5
0;KZ75125USD2069100107;2016-03-31;-390;-390;-195;null;null;USD;24;12;-366;-183;0.5
0;KZ75125USD2069100107;2016-04-01;-398;-398;-199;null;null;USD;8;4;-390;-195;0.5
0;KZ75125USD2069100107;2016-04-02;-358;-358;-179;40;20;USD;null;null;-398;-199;0.5
0;KZ75125USD2069100107;2016-04-03;-306;-306;-153;52;26;USD;null;null;-358;-179;0.5
0;KZ75125USD2069100107;2016-04-04;-251;-251;-125.5;55;27.5;USD;null;null;-306;-153;0.5
0;KZ75125USD2069100107;2016-04-05;-285;-285;-142.5;null;null;USD;34;17;-251;-125.5;0.5
0;KZ75125USD2069100107;2016-04-06;-310;-310;-155;null;null;USD;25;12.5;-285;-142.5;0.5
0;KZ75125USD2069100107;2016-04-07;-371;-371;-185.5;null;null;USD;61;30.5;-310;-155;0.5
0;KZ75125USD2069100107;2016-04-08;-446;-446;-223;null;null;USD;75;37.5;-371;-185.5;0.5
0;KZ75125USD2069100107;2016-04-09;-537;-537;-268.5;null;null;USD;91;45.5;-446;-223;0.5
0;KZ75125USD2069100107;2016-04-10;-520;-520;-260;17;8.5;USD;null;null;-537;-268.5;0.5
0;KZ75125USD2069100107;2016-04-11;-543;-543;-271.5;null;null;USD;23;11.5;-520;-260;0.5
0;KZ75125USD2069100107;2016-04-12;-526;-526;-263;17;8.5;USD;null;null;-543;-271.5;0.5
0;KZ75125USD2069100107;2016-04-13;-532;-532;-266;null;null;USD;6;3;-526;-263;0.5
0;KZ75125USD2069100107;2016-04-14;-590;-590;-295;null;null;USD;58;29;-532;-266;0.5
0;KZ75125USD2069100107;2016-04-15;-683;-683;-341.5;null;null;USD;93;46.5;-590;-295;0.5
0;KZ75125USD2069100107;2016-04-16;-747;-747;-373.5;null;null;USD;64;32;-683;-341.5;0.5
0;KZ75125USD2069100107;2016-04-17;-661;-661;-330.5;86;43;USD;null;null;-747;-373.5;0.5
0;KZ75125USD2069100107;2016-04-18;-744;-744;-372;null;null;USD;83;41.5;-661;-330.5;0.5
0;KZ75125USD2069100107;2016-04-19;-787;-787;-393.5;null;null;USD;43;21.5;-744;-372;0.5
0;KZ75125USD2069100107;2016-04-20;-755;-755;-377.5;32;16;USD;null;null;-787;-393.5;0.5
0;KZ75125USD2069100107;2016-04-21;-810;-810;-405;null;null;USD;55;27.5;-755;-377.5;0.5
0;KZ75125USD2069100107;2016-04-22;-909;-909;-454.5;null;null;USD;99;49.5;-810;-405;0.5
0;KZ75125USD2069100107;2016-04-23;-875;-875;-437.5;34;17;USD;null;null;-909;-454.5;0.5
0;KZ75125USD2069100107;2016-04-24;-926;-926;-463;null;null;USD;51;25.5;-875;-437.5;0.5
0;KZ75125USD2069100107;2016-04-25;-841;-841;-420.5;85;42.5;USD;null;null;-926;-463;0.5
0;KZ75125USD2069100107;2016-04-26;-869;-869;-434.5;null;null;USD;28;14;-841;-420.5;0.5
0;KZ75125USD2069100107;2016-04-27;-916;-916;-458;null;null;USD;47;23.5;-869;-434.5;0.5
0;KZ75125USD2069100107;2016-04-28;-898;-898;-449;18;9;USD;null;null;-916;-458;0.5
0;KZ75125USD2069100107;2016-04-29;-890;-890;-445;8;4;USD;null;null;-898;-449;0.5
0;KZ75125USD2069100107;2016-04-30;-944;-944;-472;null;null;USD;54;27;-890;-445;0.5
0;KZ75125USD2069100107;2016-05-01;-942;-942;-471;2;1;USD;null;null;-944;-472;0.5
0;KZ75125USD2069100107;2016-05-02;-850;-850;-425;92;46;USD;null;null;-942;-471;0.5
0;KZ75125USD2069100107;2016-05-03;-751;-751;-375.5;99;49.5;USD;null;null;-850;-425;0.5
0;KZ75125USD2069100107;2016-05-04;-692;-692;-346;59;29.5;USD;null;null;-751;-375.5;0.5
0;KZ75125USD2069100107;2016-05-05;-686;-686;-343;6;3;USD;null;null;-692;-346;0.5
0;KZ75125USD2069100107;2016-05-06;-623;-623;-311.5;63;31.5;USD;null;null;-686;-343;0.5
0;KZ75125USD2069100107;2016-05-07;-653;-653;-326.5;null;null;USD;30;15;-623;-311.5;0.5
0;KZ75125USD2069100107;2016-05-08;-714;-714;-357;null;null;USD;61;30.5;-653;-326.5;0.5
0;KZ75125USD2069100107;2016-05-09;-779;-779;-389.5;null;null;USD;65;32.5;-714;-357;0.5
0;KZ75125USD2069100107;2016-05-10;-719;-719;-359.5;60;30;USD;null;null;-779;-389.5;0.5
0;KZ75125USD2069100107;2016-05-11;-738;-738;-369;null;null;USD;19;9.5;-719;-359.5;0.5
0;KZ75125USD2069100107;2016-05-12;-799;-799;-399.5;null;null;USD;61;30.5;-738;-369;0.5
0;KZ75125USD2069100107;2016-05-13;-847;-847;-423.5;null;null;USD;48;24;-799;-399.5;0.5
0;KZ75125USD2069100107;2016-05-14;-925;-925;-462.5;null;null;USD;78;39;-847;-423.5;0.5
0;KZ75125USD2069100107;2016-05-15;-865;-865;-432.5;60;30;USD;null;null;-925;-462.5;0.5
0;KZ75125USD2069100107;2016-05-16;-811;-811;-405.5;54;27;USD;null;null;-865;-432.5;0.5
0;KZ75125USD2069100107;2016-05-17;-899;-899;-449.5;null;null;USD;88;44;-811;-405.5;0.5
0;KZ75125USD2069100107;2016-05-18;-837;-837;-418.5;62;31;USD;null;null;-899;-449.5;0.5
0;KZ75125USD2069100107;2016-05-19;-904;-904;-452;null;null;USD;67;33.5;-837;-418.5;0.5
0;KZ75125USD2069100107;2016-05-20;-966;-966;-483;null;null;USD;62;31;-904;-452;0.5
0;KZ75125USD2069100107;2016-05-21;-951;-951;-475.5;15;7.5;USD;null;null;-966;-483;0.5
0;KZ75125USD2069100107;2016-05-22;-978;-978;-489;null;null;USD;27;13.5;-951;-475.5;0.5
0;KZ75125USD2069100107;2016-05-23;-1041;-1041;-520.5;null;null;USD;63;31.5;-978;-489;0.5
0;KZ75125USD2069100107;2016-05-24;-1130;-1130;-565;null;null;USD;89;44.5;-1041;-520.5;0.5
0;KZ75125USD2069100107;2016-05-25;-1033;-1033;-516.5;97;48.5;USD;null;null;-1130;-565;0.5
0;KZ75125USD2069100107;2016-05-26;-1098;-1098;-549;null;null;USD;65;32.5;-1033;-516.5;0.5
0;KZ75125USD2069100107;2016-05-27;-1055;-1055;-527.5;43;21.5;USD;null;null;-1098;-549;0.5
0;KZ75125USD2069100107;2016-05-28;-957;-957;-478.5;98;49;USD;null;null;-1055;-527.5;0.5
0;KZ75125USD2069100107;2016-05-29;-917;-917;-458.5;40;20;USD;null;null;-957;-478.5;0.5
0;KZ75125USD2069100107;2016-05-30;-948;-948;-474;null;null;USD;31;15.5;-917;-458.5;0.5
0;KZ75125USD2069100107;2016-05-31;-881;-881;-440.5;67;33.5;USD;null;null;-948;-474;0.5
0;KZ75125USD2069100107;2016-06-01;-888;-888;-444;null;null;USD;7;3.5;-881;-440.5;0.5
0;KZ75125USD2069100107;2016-06-02;-942;-942;-471;null;null;USD;54;27;-888;-444;0.5
0;KZ75125USD2069100107;2016-06-03;-952;-952;-476;null;null;USD;10;5;-942;-471;0.5
0;KZ75125USD2069100107;2016-06-04;-888;-888;-444;64;32;USD;null;null;-952;-476;0.5
0;KZ75125USD2069100107;2016-06-05;-840;-840;-420;48;24;USD;null;null;-888;-444;0.5
0;KZ75125USD2069100107;2016-06-06;-751;-751;-375.5;89;44.5;USD;null;null;-840;-420;0.5
0;KZ75125USD2069100107;2016-06-07;-692;-692;-346;59;29.5;USD;null;null;-751;-375.5;0.5
0;KZ75125USD2069100107;2016-06-08;-621;-621;-310.5;71;35.5;USD;null;null;-692;-346;0.5
0;KZ75125USD2069100107;2016-06-09;-621;-621;-310.5;null;null;USD;0;0;-621;-310.5;0.5
0;KZ75125USD2069100107;2016-06-10;-658;-658;-329;null;null;USD;37;18.5;-621;-310.5;0.5
0;KZ75125USD2069100107;2016-06-11;-590;-590;-295;68;34;USD;null;null;-658;-329;0.5
0;KZ75125USD2069100107;2016-06-12;-494;-494;-247;96;48;USD;null;null;-590;-295;0.5
0;KZ75125USD2069100107;2016-06-13;-582;-582;-291;null;null;USD;88;44;-494;-247;0.5
0;KZ75125USD2069100107;2016-06-14;-513;-513;-256.5;69;34.5;USD;null;null;-582;-291;0.5
0;KZ75125USD2069100107;2016-06-15;-612;-612;-306;null;null;USD;99;49.5;-513;-256.5;0.5
0;KZ75125USD2069100107;2016-06-16;-628;-628;-314;null;null;USD;16;8;-612;-306;0.5
0;KZ75125USD2069100107;2016-06-17;-709;-709;-354.5;null;null;USD;81;40.5;-628;-314;0.5
0;KZ75125USD2069100107;2016-06-18;-708;-708;-354;1;0.5;USD;null;null;-709;-354.5;0.5
0;KZ75125USD2069100107;2016-06-19;-802;-802;-401;null;null;USD;94;47;-708;-354;0.5
0;KZ75125USD2069100107;2016-06-20;-704;-704;-352;98;49;USD;null;null;-802;-401;0.5
0;KZ75125USD2069100107;2016-06-21;-675;-675;-337.5;29;14.5;USD;null;null;-704;-352;0.5
