id_1;is_deleted;account_id;balance_date;closing_available_balance;closing_balance;closing_balance_national;credit_turn_over;credit_turn_over_national;currency;debet_turn_over;debet_turn_over_national;opening_balance;opening_balance_national;rate
3755;0;KZ75125KZT2069100104;2017-04-08;-773;-773;-773;44;44;KZT;null;null;-817;-817;1
3756;0;KZ75125KZT2069100104;2017-04-09;-848;-848;-848;null;null;KZT;75;75;-773;-773;1
3757;0;KZ75125KZT2069100104;2017-04-10;-804;-804;-804;44;44;KZT;null;null;-848;-848;1
3758;0;KZ75125KZT2069100104;2017-04-11;-718;-718;-718;86;86;KZT;null;null;-804;-804;1
3759;0;KZ75125KZT2069100104;2017-04-12;-711;-711;-711;7;7;KZT;null;null;-718;-718;1
3760;0;KZ75125KZT2069100104;2017-04-13;-643;-643;-643;68;68;KZT;null;null;-711;-711;1
3761;0;KZ75125KZT2069100104;2017-04-14;-670;-670;-670;null;null;KZT;27;27;-643;-643;1
3762;0;KZ75125KZT2069100104;2017-04-15;-668;-668;-668;2;2;KZT;null;null;-670;-670;1
3763;0;KZ75125KZT2069100104;2017-04-16;-577;-577;-577;91;91;KZT;null;null;-668;-668;1
3764;0;KZ75125KZT2069100104;2017-04-17;-569;-569;-569;8;8;KZT;null;null;-577;-577;1
3765;0;KZ75125KZT2069100104;2017-04-18;-637;-637;-637;null;null;KZT;68;68;-569;-569;1
3766;0;KZ75125KZT2069100104;2017-04-19;-600;-600;-600;37;37;KZT;null;null;-637;-637;1
3767;0;KZ75125KZT2069100104;2017-04-20;-625;-625;-625;null;null;KZT;25;25;-600;-600;1
3768;0;KZ75125KZT2069100104;2017-04-21;-532;-532;-532;93;93;KZT;null;null;-625;-625;1
3769;0;KZ75125KZT2069100104;2017-04-22;-589;-589;-589;null;null;KZT;57;57;-532;-532;1
3770;0;KZ75125KZT2069100104;2017-04-23;-500;-500;-500;89;89;KZT;null;null;-589;-589;1
3771;0;KZ75125KZT2069100104;2017-04-24;-524;-524;-524;null;null;KZT;24;24;-500;-500;1
3772;0;KZ75125KZT2069100104;2017-04-25;-592;-592;-592;null;null;KZT;68;68;-524;-524;1
3773;0;KZ75125KZT2069100104;2017-04-26;-528;-528;-528;64;64;KZT;null;null;-592;-592;1
3774;0;KZ75125KZT2069100104;2017-04-27;-485;-485;-485;43;43;KZT;null;null;-528;-528;1
3775;0;KZ75125KZT2069100104;2017-04-28;-560;-560;-560;null;null;KZT;75;75;-485;-485;1
3776;0;KZ75125KZT2069100104;2017-04-29;-582;-582;-582;null;null;KZT;22;22;-560;-560;1
3777;0;KZ75125KZT2069100104;2017-04-30;-644;-644;-644;null;null;KZT;62;62;-582;-582;1
3778;0;KZ75125KZT2069100104;2017-05-01;-556;-556;-556;88;88;KZT;null;null;-644;-644;1
3779;0;KZ75125KZT2069100104;2017-05-02;-465;-465;-465;91;91;KZT;null;null;-556;-556;1
3780;0;KZ75125KZT2069100104;2017-05-03;-393;-393;-393;72;72;KZT;null;null;-465;-465;1
3781;0;KZ75125KZT2069100104;2017-05-04;-313;-313;-313;80;80;KZT;null;null;-393;-393;1
3782;0;KZ75125KZT2069100104;2017-05-05;-410;-410;-410;null;null;KZT;97;97;-313;-313;1
3783;0;KZ75125KZT2069100104;2017-05-06;-465;-465;-465;null;null;KZT;55;55;-410;-410;1
3784;0;KZ75125KZT2069100104;2017-05-07;-405;-405;-405;60;60;KZT;null;null;-465;-465;1
3785;0;KZ75125KZT2069100104;2017-05-08;-314;-314;-314;91;91;KZT;null;null;-405;-405;1
3786;0;KZ75125KZT2069100104;2017-05-09;-410;-410;-410;null;null;KZT;96;96;-314;-314;1
3787;0;KZ75125KZT2069100104;2017-05-10;-346;-346;-346;64;64;KZT;null;null;-410;-410;1
3788;0;KZ75125KZT2069100104;2017-05-11;-288;-288;-288;58;58;KZT;null;null;-346;-346;1
3789;0;KZ75125KZT2069100104;2017-05-12;-203;-203;-203;85;85;KZT;null;null;-288;-288;1
3790;0;KZ75125KZT2069100104;2017-05-13;-259;-259;-259;null;null;KZT;56;56;-203;-203;1
3791;0;KZ75125KZT2069100104;2017-05-14;-231;-231;-231;28;28;KZT;null;null;-259;-259;1
3792;0;KZ75125KZT2069100104;2017-05-15;-280;-280;-280;null;null;KZT;49;49;-231;-231;1
3793;0;KZ75125KZT2069100104;2017-05-16;-354;-354;-354;null;null;KZT;74;74;-280;-280;1
3794;0;KZ75125KZT2069100104;2017-05-17;-449;-449;-449;null;null;KZT;95;95;-354;-354;1
3795;0;KZ75125KZT2069100104;2017-05-18;-445;-445;-445;4;4;KZT;null;null;-449;-449;1
3796;0;KZ75125KZT2069100104;2017-05-19;-430;-430;-430;15;15;KZT;null;null;-445;-445;1
3797;0;KZ75125KZT2069100104;2017-05-20;-518;-518;-518;null;null;KZT;88;88;-430;-430;1
3798;0;KZ75125KZT2069100104;2017-05-21;-451;-451;-451;67;67;KZT;null;null;-518;-518;1
3799;0;KZ75125KZT2069100104;2017-05-22;-401;-401;-401;50;50;KZT;null;null;-451;-451;1
3800;0;KZ75125KZT2069100104;2017-05-23;-382;-382;-382;19;19;KZT;null;null;-401;-401;1
3801;0;KZ75125KZT2069100104;2017-05-24;-392;-392;-392;null;null;KZT;10;10;-382;-382;1
3802;0;KZ75125KZT2069100104;2017-05-25;-326;-326;-326;66;66;KZT;null;null;-392;-392;1
3803;0;KZ75125KZT2069100104;2017-05-26;-328;-328;-328;null;null;KZT;2;2;-326;-326;1
3804;0;KZ75125KZT2069100104;2017-05-27;-394;-394;-394;null;null;KZT;66;66;-328;-328;1
3805;0;KZ75125KZT2069100104;2017-05-28;-358;-358;-358;36;36;KZT;null;null;-394;-394;1
3806;0;KZ75125KZT2069100104;2017-05-29;-424;-424;-424;null;null;KZT;66;66;-358;-358;1
3807;0;KZ75125KZT2069100104;2017-05-30;-407;-407;-407;17;17;KZT;null;null;-424;-424;1
3808;0;KZ75125KZT2069100104;2017-05-31;-477;-477;-477;null;null;KZT;70;70;-407;-407;1
3809;0;KZ75125KZT2069100104;2017-06-01;-391;-391;-391;86;86;KZT;null;null;-477;-477;1
3810;0;KZ75125KZT2069100104;2017-06-02;-468;-468;-468;null;null;KZT;77;77;-391;-391;1
3811;0;KZ75125KZT2069100104;2017-06-03;-466;-466;-466;2;2;KZT;null;null;-468;-468;1
3812;0;KZ75125KZT2069100104;2017-06-04;-520;-520;-520;null;null;KZT;54;54;-466;-466;1
3813;0;KZ75125KZT2069100104;2017-06-05;-442;-442;-442;78;78;KZT;null;null;-520;-520;1
3814;0;KZ75125KZT2069100104;2017-06-06;-466;-466;-466;null;null;KZT;24;24;-442;-442;1
3815;0;KZ75125KZT2069100104;2017-06-07;-560;-560;-560;null;null;KZT;94;94;-466;-466;1
3816;0;KZ75125KZT2069100104;2017-06-08;-622;-622;-622;null;null;KZT;62;62;-560;-560;1
3817;0;KZ75125KZT2069100104;2017-06-09;-691;-691;-691;null;null;KZT;69;69;-622;-622;1
3818;0;KZ75125KZT2069100104;2017-06-10;-767;-767;-767;null;null;KZT;76;76;-691;-691;1
3819;0;KZ75125KZT2069100104;2017-06-11;-819;-819;-819;null;null;KZT;52;52;-767;-767;1
3820;0;KZ75125KZT2069100104;2017-06-12;-824;-824;-824;null;null;KZT;5;5;-819;-819;1
3821;0;KZ75125EUR2069100105;2015-05-11;143;143;71.5;43;21.5;EUR;null;null;100;50;0.5
3822;0;KZ75125EUR2069100105;2015-05-12;113;113;56.5;null;null;EUR;30;15;143;71.5;0.5
3823;0;KZ75125EUR2069100105;2015-05-13;105;105;52.5;null;null;EUR;8;4;113;56.5;0.5
3824;0;KZ75125EUR2069100105;2015-05-14;69;69;34.5;null;null;EUR;36;18;105;52.5;0.5
3825;0;KZ75125EUR2069100105;2015-05-15;7;7;3.5;null;null;EUR;62;31;69;34.5;0.5
3826;0;KZ75125EUR2069100105;2015-05-16;71;71;35.5;64;32;EUR;null;null;7;3.5;0.5
3827;0;KZ75125EUR2069100105;2015-05-17;-23;-23;-11.5;null;null;EUR;94;47;71;35.5;0.5
3828;0;KZ75125EUR2069100105;2015-05-18;-8;-8;-4;15;7.5;EUR;null;null;-23;-11.5;0.5
3829;0;KZ75125EUR2069100105;2015-05-19;-63;-63;-31.5;null;null;EUR;55;27.5;-8;-4;0.5
3830;0;KZ75125EUR2069100105;2015-05-20;-121;-121;-60.5;null;null;EUR;58;29;-63;-31.5;0.5
3831;0;KZ75125EUR2069100105;2015-05-21;-28;-28;-14;93;46.5;EUR;null;null;-121;-60.5;0.5
3832;0;KZ75125EUR2069100105;2015-05-22;31;31;15.5;59;29.5;EUR;null;null;-28;-14;0.5
3833;0;KZ75125EUR2069100105;2015-05-23;125;125;62.5;94;47;EUR;null;null;31;15.5;0.5
3834;0;KZ75125EUR2069100105;2015-05-24;199;199;99.5;74;37;EUR;null;null;125;62.5;0.5
3835;0;KZ75125EUR2069100105;2015-05-25;249;249;124.5;50;25;EUR;null;null;199;99.5;0.5
3836;0;KZ75125EUR2069100105;2015-05-26;223;223;111.5;null;null;EUR;26;13;249;124.5;0.5
3837;0;KZ75125EUR2069100105;2015-05-27;293;293;146.5;70;35;EUR;null;null;223;111.5;0.5
3838;0;KZ75125EUR2069100105;2015-05-28;330;330;165;37;18.5;EUR;null;null;293;146.5;0.5
3839;0;KZ75125EUR2069100105;2015-05-29;261;261;130.5;null;null;EUR;69;34.5;330;165;0.5
3840;0;KZ75125EUR2069100105;2015-05-30;244;244;122;null;null;EUR;17;8.5;261;130.5;0.5
3841;0;KZ75125EUR2069100105;2015-05-31;153;153;76.5;null;null;EUR;91;45.5;244;122;0.5
3842;0;KZ75125EUR2069100105;2015-06-01;92;92;46;null;null;EUR;61;30.5;153;76.5;0.5
3843;0;KZ75125EUR2069100105;2015-06-02;35;35;17.5;null;null;EUR;57;28.5;92;46;0.5
3844;0;KZ75125EUR2069100105;2015-06-03;35;35;17.5;null;null;EUR;0;0;35;17.5;0.5
3845;0;KZ75125EUR2069100105;2015-06-04;56;56;28;21;10.5;EUR;null;null;35;17.5;0.5
3846;0;KZ75125EUR2069100105;2015-06-05;91;91;45.5;35;17.5;EUR;null;null;56;28;0.5
3847;0;KZ75125EUR2069100105;2015-06-06;185;185;92.5;94;47;EUR;null;null;91;45.5;0.5
3848;0;KZ75125EUR2069100105;2015-06-07;191;191;95.5;6;3;EUR;null;null;185;92.5;0.5
3849;0;KZ75125EUR2069100105;2015-06-08;263;263;131.5;72;36;EUR;null;null;191;95.5;0.5
3850;0;KZ75125EUR2069100105;2015-06-09;197;197;98.5;null;null;EUR;66;33;263;131.5;0.5
3851;0;KZ75125EUR2069100105;2015-06-10;176;176;88;null;null;EUR;21;10.5;197;98.5;0.5
3852;0;KZ75125EUR2069100105;2015-06-11;252;252;126;76;38;EUR;null;null;176;88;0.5
3853;0;KZ75125EUR2069100105;2015-06-12;343;343;171.5;91;45.5;EUR;null;null;252;126;0.5
3854;0;KZ75125EUR2069100105;2015-06-13;372;372;186;29;14.5;EUR;null;null;343;171.5;0.5
3855;0;KZ75125EUR2069100105;2015-06-14;356;356;178;null;null;EUR;16;8;372;186;0.5
3856;0;KZ75125EUR2069100105;2015-06-15;319;319;159.5;null;null;EUR;37;18.5;356;178;0.5
3857;0;KZ75125EUR2069100105;2015-06-16;282;282;141;null;null;EUR;37;18.5;319;159.5;0.5
3858;0;KZ75125EUR2069100105;2015-06-17;335;335;167.5;53;26.5;EUR;null;null;282;141;0.5
3859;0;KZ75125EUR2069100105;2015-06-18;375;375;187.5;40;20;EUR;null;null;335;167.5;0.5
3860;0;KZ75125EUR2069100105;2015-06-19;369;369;184.5;null;null;EUR;6;3;375;187.5;0.5
3861;0;KZ75125EUR2069100105;2015-06-20;375;375;187.5;6;3;EUR;null;null;369;184.5;0.5
3862;0;KZ75125EUR2069100105;2015-06-21;441;441;220.5;66;33;EUR;null;null;375;187.5;0.5
3863;0;KZ75125EUR2069100105;2015-06-22;495;495;247.5;54;27;EUR;null;null;441;220.5;0.5
3864;0;KZ75125EUR2069100105;2015-06-23;447;447;223.5;null;null;EUR;48;24;495;247.5;0.5
3865;0;KZ75125EUR2069100105;2015-06-24;544;544;272;97;48.5;EUR;null;null;447;223.5;0.5
3866;0;KZ75125EUR2069100105;2015-06-25;460;460;230;null;null;EUR;84;42;544;272;0.5
3867;0;KZ75125EUR2069100105;2015-06-26;533;533;266.5;73;36.5;EUR;null;null;460;230;0.5
3868;0;KZ75125EUR2069100105;2015-06-27;475;475;237.5;null;null;EUR;58;29;533;266.5;0.5
3869;0;KZ75125EUR2069100105;2015-06-28;387;387;193.5;null;null;EUR;88;44;475;237.5;0.5
3870;0;KZ75125EUR2069100105;2015-06-29;345;345;172.5;null;null;EUR;42;21;387;193.5;0.5
3871;0;KZ75125EUR2069100105;2015-06-30;401;401;200.5;56;28;EUR;null;null;345;172.5;0.5
3872;0;KZ75125EUR2069100105;2015-07-01;420;420;210;19;9.5;EUR;null;null;401;200.5;0.5
3873;0;KZ75125EUR2069100105;2015-07-02;393;393;196.5;null;null;EUR;27;13.5;420;210;0.5
3874;0;KZ75125EUR2069100105;2015-07-03;295;295;147.5;null;null;EUR;98;49;393;196.5;0.5
3875;0;KZ75125EUR2069100105;2015-07-04;238;238;119;null;null;EUR;57;28.5;295;147.5;0.5
3876;0;KZ75125EUR2069100105;2015-07-05;195;195;97.5;null;null;EUR;43;21.5;238;119;0.5
3877;0;KZ75125EUR2069100105;2015-07-06;103;103;51.5;null;null;EUR;92;46;195;97.5;0.5
3878;0;KZ75125EUR2069100105;2015-07-07;61;61;30.5;null;null;EUR;42;21;103;51.5;0.5
3879;0;KZ75125EUR2069100105;2015-07-08;-22;-22;-11;null;null;EUR;83;41.5;61;30.5;0.5
3880;0;KZ75125EUR2069100105;2015-07-09;-80;-80;-40;null;null;EUR;58;29;-22;-11;0.5
3881;0;KZ75125EUR2069100105;2015-07-10;-177;-177;-88.5;null;null;EUR;97;48.5;-80;-40;0.5
3882;0;KZ75125EUR2069100105;2015-07-11;-231;-231;-115.5;null;null;EUR;54;27;-177;-88.5;0.5
3883;0;KZ75125EUR2069100105;2015-07-12;-257;-257;-128.5;null;null;EUR;26;13;-231;-115.5;0.5
3884;0;KZ75125EUR2069100105;2015-07-13;-172;-172;-86;85;42.5;EUR;null;null;-257;-128.5;0.5
3885;0;KZ75125EUR2069100105;2015-07-14;-246;-246;-123;null;null;EUR;74;37;-172;-86;0.5
3886;0;KZ75125EUR2069100105;2015-07-15;-226;-226;-113;20;10;EUR;null;null;-246;-123;0.5
3887;0;KZ75125EUR2069100105;2015-07-16;-218;-218;-109;8;4;EUR;null;null;-226;-113;0.5
3888;0;KZ75125EUR2069100105;2015-07-17;-122;-122;-61;96;48;EUR;null;null;-218;-109;0.5
3889;0;KZ75125EUR2069100105;2015-07-18;-145;-145;-72.5;null;null;EUR;23;11.5;-122;-61;0.5
3890;0;KZ75125EUR2069100105;2015-07-19;-132;-132;-66;13;6.5;EUR;null;null;-145;-72.5;0.5
3891;0;KZ75125EUR2069100105;2015-07-20;-74;-74;-37;58;29;EUR;null;null;-132;-66;0.5
3892;0;KZ75125EUR2069100105;2015-07-21;-86;-86;-43;null;null;EUR;12;6;-74;-37;0.5
3893;0;KZ75125EUR2069100105;2015-07-22;-126;-126;-63;null;null;EUR;40;20;-86;-43;0.5
3894;0;KZ75125EUR2069100105;2015-07-23;-97;-97;-48.5;29;14.5;EUR;null;null;-126;-63;0.5
3895;0;KZ75125EUR2069100105;2015-07-24;-90;-90;-45;7;3.5;EUR;null;null;-97;-48.5;0.5
3896;0;KZ75125EUR2069100105;2015-07-25;-5;-5;-2.5;85;42.5;EUR;null;null;-90;-45;0.5
3897;0;KZ75125EUR2069100105;2015-07-26;77;77;38.5;82;41;EUR;null;null;-5;-2.5;0.5
3898;0;KZ75125EUR2069100105;2015-07-27;62;62;31;null;null;EUR;15;7.5;77;38.5;0.5
3899;0;KZ75125EUR2069100105;2015-07-28;71;71;35.5;9;4.5;EUR;null;null;62;31;0.5
3900;0;KZ75125EUR2069100105;2015-07-29;7;7;3.5;null;null;EUR;64;32;71;35.5;0.5
3901;0;KZ75125EUR2069100105;2015-07-30;-73;-73;-36.5;null;null;EUR;80;40;7;3.5;0.5
3902;0;KZ75125EUR2069100105;2015-07-31;-53;-53;-26.5;20;10;EUR;null;null;-73;-36.5;0.5
3903;0;KZ75125EUR2069100105;2015-08-01;-106;-106;-53;null;null;EUR;53;26.5;-53;-26.5;0.5
3904;0;KZ75125EUR2069100105;2015-08-02;-132;-132;-66;null;null;EUR;26;13;-106;-53;0.5
3905;0;KZ75125EUR2069100105;2015-08-03;-149;-149;-74.5;null;null;EUR;17;8.5;-132;-66;0.5
3906;0;KZ75125EUR2069100105;2015-08-04;-62;-62;-31;87;43.5;EUR;null;null;-149;-74.5;0.5
3907;0;KZ75125EUR2069100105;2015-08-05;-120;-120;-60;null;null;EUR;58;29;-62;-31;0.5
3908;0;KZ75125EUR2069100105;2015-08-06;-84;-84;-42;36;18;EUR;null;null;-120;-60;0.5
3909;0;KZ75125EUR2069100105;2015-08-07;-44;-44;-22;40;20;EUR;null;null;-84;-42;0.5
3910;0;KZ75125EUR2069100105;2015-08-08;31;31;15.5;75;37.5;EUR;null;null;-44;-22;0.5
3911;0;KZ75125EUR2069100105;2015-08-09;2;2;1;null;null;EUR;29;14.5;31;15.5;0.5
3912;0;KZ75125EUR2069100105;2015-08-10;-93;-93;-46.5;null;null;EUR;95;47.5;2;1;0.5
3913;0;KZ75125EUR2069100105;2015-08-11;-5;-5;-2.5;88;44;EUR;null;null;-93;-46.5;0.5
3914;0;KZ75125EUR2069100105;2015-08-12;82;82;41;87;43.5;EUR;null;null;-5;-2.5;0.5
3915;0;KZ75125EUR2069100105;2015-08-13;166;166;83;84;42;EUR;null;null;82;41;0.5
3916;0;KZ75125EUR2069100105;2015-08-14;108;108;54;null;null;EUR;58;29;166;83;0.5
3917;0;KZ75125EUR2069100105;2015-08-15;121;121;60.5;13;6.5;EUR;null;null;108;54;0.5
3918;0;KZ75125EUR2069100105;2015-08-16;145;145;72.5;24;12;EUR;null;null;121;60.5;0.5
3919;0;KZ75125EUR2069100105;2015-08-17;72;72;36;null;null;EUR;73;36.5;145;72.5;0.5
3920;0;KZ75125EUR2069100105;2015-08-18;152;152;76;80;40;EUR;null;null;72;36;0.5
3921;0;KZ75125EUR2069100105;2015-08-19;208;208;104;56;28;EUR;null;null;152;76;0.5
3922;0;KZ75125EUR2069100105;2015-08-20;302;302;151;94;47;EUR;null;null;208;104;0.5
3923;0;KZ75125EUR2069100105;2015-08-21;390;390;195;88;44;EUR;null;null;302;151;0.5
3924;0;KZ75125EUR2069100105;2015-08-22;339;339;169.5;null;null;EUR;51;25.5;390;195;0.5
3925;0;KZ75125EUR2069100105;2015-08-23;402;402;201;63;31.5;EUR;null;null;339;169.5;0.5
3926;0;KZ75125EUR2069100105;2015-08-24;331;331;165.5;null;null;EUR;71;35.5;402;201;0.5
3927;0;KZ75125EUR2069100105;2015-08-25;290;290;145;null;null;EUR;41;20.5;331;165.5;0.5
3928;0;KZ75125EUR2069100105;2015-08-26;229;229;114.5;null;null;EUR;61;30.5;290;145;0.5
3929;0;KZ75125EUR2069100105;2015-08-27;149;149;74.5;null;null;EUR;80;40;229;114.5;0.5
3930;0;KZ75125EUR2069100105;2015-08-28;224;224;112;75;37.5;EUR;null;null;149;74.5;0.5
3931;0;KZ75125EUR2069100105;2015-08-29;156;156;78;null;null;EUR;68;34;224;112;0.5
3932;0;KZ75125EUR2069100105;2015-08-30;236;236;118;80;40;EUR;null;null;156;78;0.5
3933;0;KZ75125EUR2069100105;2015-08-31;280;280;140;44;22;EUR;null;null;236;118;0.5
3934;0;KZ75125EUR2069100105;2015-09-01;251;251;125.5;null;null;EUR;29;14.5;280;140;0.5
3935;0;KZ75125EUR2069100105;2015-09-02;215;215;107.5;null;null;EUR;36;18;251;125.5;0.5
3936;0;KZ75125EUR2069100105;2015-09-03;240;240;120;25;12.5;EUR;null;null;215;107.5;0.5
3937;0;KZ75125EUR2069100105;2015-09-04;210;210;105;null;null;EUR;30;15;240;120;0.5
3938;0;KZ75125EUR2069100105;2015-09-05;257;257;128.5;47;23.5;EUR;null;null;210;105;0.5
3939;0;KZ75125EUR2069100105;2015-09-06;241;241;120.5;null;null;EUR;16;8;257;128.5;0.5
3940;0;KZ75125EUR2069100105;2015-09-07;186;186;93;null;null;EUR;55;27.5;241;120.5;0.5
3941;0;KZ75125EUR2069100105;2015-09-08;260;260;130;74;37;EUR;null;null;186;93;0.5
3942;0;KZ75125EUR2069100105;2015-09-09;298;298;149;38;19;EUR;null;null;260;130;0.5
3943;0;KZ75125EUR2069100105;2015-09-10;276;276;138;null;null;EUR;22;11;298;149;0.5
3944;0;KZ75125EUR2069100105;2015-09-11;187;187;93.5;null;null;EUR;89;44.5;276;138;0.5
3945;0;KZ75125EUR2069100105;2015-09-12;234;234;117;47;23.5;EUR;null;null;187;93.5;0.5
3946;0;KZ75125EUR2069100105;2015-09-13;169;169;84.5;null;null;EUR;65;32.5;234;117;0.5
3947;0;KZ75125EUR2069100105;2015-09-14;221;221;110.5;52;26;EUR;null;null;169;84.5;0.5
3948;0;KZ75125EUR2069100105;2015-09-15;262;262;131;41;20.5;EUR;null;null;221;110.5;0.5
3949;0;KZ75125EUR2069100105;2015-09-16;352;352;176;90;45;EUR;null;null;262;131;0.5
3950;0;KZ75125EUR2069100105;2015-09-17;280;280;140;null;null;EUR;72;36;352;176;0.5
3951;0;KZ75125EUR2069100105;2015-09-18;316;316;158;36;18;EUR;null;null;280;140;0.5
3952;0;KZ75125EUR2069100105;2015-09-19;242;242;121;null;null;EUR;74;37;316;158;0.5
3953;0;KZ75125EUR2069100105;2015-09-20;151;151;75.5;null;null;EUR;91;45.5;242;121;0.5
3954;0;KZ75125EUR2069100105;2015-09-21;105;105;52.5;null;null;EUR;46;23;151;75.5;0.5
3955;0;KZ75125EUR2069100105;2015-09-22;157;157;78.5;52;26;EUR;null;null;105;52.5;0.5
3956;0;KZ75125EUR2069100105;2015-09-23;198;198;99;41;20.5;EUR;null;null;157;78.5;0.5
3957;0;KZ75125EUR2069100105;2015-09-24;131;131;65.5;null;null;EUR;67;33.5;198;99;0.5
3958;0;KZ75125EUR2069100105;2015-09-25;69;69;34.5;null;null;EUR;62;31;131;65.5;0.5
3959;0;KZ75125EUR2069100105;2015-09-26;156;156;78;87;43.5;EUR;null;null;69;34.5;0.5
3960;0;KZ75125EUR2069100105;2015-09-27;120;120;60;null;null;EUR;36;18;156;78;0.5
3961;0;KZ75125EUR2069100105;2015-09-28;168;168;84;48;24;EUR;null;null;120;60;0.5
3962;0;KZ75125EUR2069100105;2015-09-29;203;203;101.5;35;17.5;EUR;null;null;168;84;0.5
3963;0;KZ75125EUR2069100105;2015-09-30;230;230;115;27;13.5;EUR;null;null;203;101.5;0.5
3964;0;KZ75125EUR2069100105;2015-10-01;227;227;113.5;null;null;EUR;3;1.5;230;115;0.5
3965;0;KZ75125EUR2069100105;2015-10-02;269;269;134.5;42;21;EUR;null;null;227;113.5;0.5
3966;0;KZ75125EUR2069100105;2015-10-03;367;367;183.5;98;49;EUR;null;null;269;134.5;0.5
3967;0;KZ75125EUR2069100105;2015-10-04;368;368;184;1;0.5;EUR;null;null;367;183.5;0.5
3968;0;KZ75125EUR2069100105;2015-10-05;424;424;212;56;28;EUR;null;null;368;184;0.5
3969;0;KZ75125EUR2069100105;2015-10-06;381;381;190.5;null;null;EUR;43;21.5;424;212;0.5
3970;0;KZ75125EUR2069100105;2015-10-07;407;407;203.5;26;13;EUR;null;null;381;190.5;0.5
3971;0;KZ75125EUR2069100105;2015-10-08;468;468;234;61;30.5;EUR;null;null;407;203.5;0.5
3972;0;KZ75125EUR2069100105;2015-10-09;567;567;283.5;99;49.5;EUR;null;null;468;234;0.5
3973;0;KZ75125EUR2069100105;2015-10-10;655;655;327.5;88;44;EUR;null;null;567;283.5;0.5
3974;0;KZ75125EUR2069100105;2015-10-11;560;560;280;null;null;EUR;95;47.5;655;327.5;0.5
3975;0;KZ75125EUR2069100105;2015-10-12;514;514;257;null;null;EUR;46;23;560;280;0.5
3976;0;KZ75125EUR2069100105;2015-10-13;552;552;276;38;19;EUR;null;null;514;257;0.5
3977;0;KZ75125EUR2069100105;2015-10-14;609;609;304.5;57;28.5;EUR;null;null;552;276;0.5
3978;0;KZ75125EUR2069100105;2015-10-15;689;689;344.5;80;40;EUR;null;null;609;304.5;0.5
3979;0;KZ75125EUR2069100105;2015-10-16;606;606;303;null;null;EUR;83;41.5;689;344.5;0.5
3980;0;KZ75125EUR2069100105;2015-10-17;664;664;332;58;29;EUR;null;null;606;303;0.5
3981;0;KZ75125EUR2069100105;2015-10-18;569;569;284.5;null;null;EUR;95;47.5;664;332;0.5
3982;0;KZ75125EUR2069100105;2015-10-19;642;642;321;73;36.5;EUR;null;null;569;284.5;0.5
3983;0;KZ75125EUR2069100105;2015-10-20;557;557;278.5;null;null;EUR;85;42.5;642;321;0.5
3984;0;KZ75125EUR2069100105;2015-10-21;467;467;233.5;null;null;EUR;90;45;557;278.5;0.5
3985;0;KZ75125EUR2069100105;2015-10-22;509;509;254.5;42;21;EUR;null;null;467;233.5;0.5
3986;0;KZ75125EUR2069100105;2015-10-23;597;597;298.5;88;44;EUR;null;null;509;254.5;0.5
3987;0;KZ75125EUR2069100105;2015-10-24;632;632;316;35;17.5;EUR;null;null;597;298.5;0.5
3988;0;KZ75125EUR2069100105;2015-10-25;641;641;320.5;9;4.5;EUR;null;null;632;316;0.5
3989;0;KZ75125EUR2069100105;2015-10-26;588;588;294;null;null;EUR;53;26.5;641;320.5;0.5
3990;0;KZ75125EUR2069100105;2015-10-27;520;520;260;null;null;EUR;68;34;588;294;0.5
3991;0;KZ75125EUR2069100105;2015-10-28;571;571;285.5;51;25.5;EUR;null;null;520;260;0.5
3992;0;KZ75125EUR2069100105;2015-10-29;503;503;251.5;null;null;EUR;68;34;571;285.5;0.5
3993;0;KZ75125EUR2069100105;2015-10-30;432;432;216;null;null;EUR;71;35.5;503;251.5;0.5
3994;0;KZ75125EUR2069100105;2015-10-31;498;498;249;66;33;EUR;null;null;432;216;0.5
3995;0;KZ75125EUR2069100105;2015-11-01;525;525;262.5;27;13.5;EUR;null;null;498;249;0.5
3996;0;KZ75125EUR2069100105;2015-11-02;447;447;223.5;null;null;EUR;78;39;525;262.5;0.5
3997;0;KZ75125EUR2069100105;2015-11-03;399;399;199.5;null;null;EUR;48;24;447;223.5;0.5
3998;0;KZ75125EUR2069100105;2015-11-04;427;427;213.5;28;14;EUR;null;null;399;199.5;0.5
3999;0;KZ75125EUR2069100105;2015-11-05;471;471;235.5;44;22;EUR;null;null;427;213.5;0.5
4000;0;KZ75125EUR2069100105;2015-11-06;423;423;211.5;null;null;EUR;48;24;471;235.5;0.5
4001;0;KZ75125EUR2069100105;2015-11-07;473;473;236.5;50;25;EUR;null;null;423;211.5;0.5
4002;0;KZ75125EUR2069100105;2015-11-08;500;500;250;27;13.5;EUR;null;null;473;236.5;0.5
4003;0;KZ75125EUR2069100105;2015-11-09;507;507;253.5;7;3.5;EUR;null;null;500;250;0.5
4004;0;KZ75125EUR2069100105;2015-11-10;425;425;212.5;null;null;EUR;82;41;507;253.5;0.5
4005;0;KZ75125EUR2069100105;2015-11-11;350;350;175;null;null;EUR;75;37.5;425;212.5;0.5
4006;0;KZ75125EUR2069100105;2015-11-12;434;434;217;84;42;EUR;null;null;350;175;0.5
4007;0;KZ75125EUR2069100105;2015-11-13;466;466;233;32;16;EUR;null;null;434;217;0.5
